idImpianto;Gestore;Bandiera;Tipo Impianto;Nome Impianto;Indirizzo;Comune;Provincia;Latitudine;Longitudine
41824;MARCHIORO GIOVANNI;Esso;Altro;ESSO;VIALE PECORI GIRALDI 2 36061;BASSANO DEL GRAPPA;VI;45.7658260246564;11.7264642110451
9942;MINCHIO PIETRO;Pompe Bianche;Altro;Indipendente;VIA MARCHESANE 266 36061;BASSANO DEL GRAPPA;VI;45.7477900529046;11.6969041693116
11157;CASARIN OIL GROUP SRL;Pompe Bianche;Altro;Metano autotrazione Casarin Oil Group;VIA MADONNA DI MONTE BERICO 11 36061;BASSANO DEL GRAPPA;VI;45.7399184412915;11.7526352865082
7473;MORSELLI DAVIDE S.N.C.;Agip Eni;Altro;morselli davide snc;VIA MOTTON 103 36061;BASSANO DEL GRAPPA;VI;45.7808094235526;11.740966296959
16215;VIVIAN SONIA;Q8;Altro;Q8 vivian sonia;VIALE A.DE GASPERI 40 36061;BASSANO DEL GRAPPA;VI;45.7461733943948;11.7275646328926
21031;AUTOFFICINA CATELAN S.N.C. DI CATELAN DANILLO & C.;Esso;Altro;AUTOFFICINA CATELAN S.N.C. DI CATELAN DANILLO & C;VIA ZUCCOLA 28 36050;BOLZANO VICENTINO;VI;45.5885563757349;11.6242385423279
34042;BAU' OSCAR;Agip Eni;Strada Statale;Bau Oscar Eni;Statale 53 Postumia, Km. 7, dir. vicenza 35050;BOLZANO VICENTINO;VI;45.5859324189913;11.6224971413612
27108;A TUTTO GAS S.A.S. DI BRUNI SIMONE & C.;Pompe Bianche;Strada Statale;Beyfin - A tutto gas;Statale 53 Postumia, Km. 7, dir. Cittadella 36050;BOLZANO VICENTINO;VI;45.5892364174222;11.6302299499512
46298;BRIXIA FINANZIARIA S.R.L.;Esso;Altro;Esso Bolzano Vicentino - Brixia Finanziaria srl;Via Zuccola 28 36050;BOLZANO VICENTINO;VI;45.5886345884655;11.6241293670843
38693;GALVAN MARIO  S.R.L.;Costantin;Altro;GALVAN MARIO SRL;via marosticana 40/i 36050;BOLZANO VICENTINO;VI;45.6106844010478;11.6239904612303
37711;SAN MARCO PETROLI DISTRIBUZIONE S.R.L.;San Marco Petroli;Autostradale;POSTUMIA NORD;Autostrada A31 TRENTO-VALDASTICO-VICENZA-RIVIERA BERICA-ROVIGO, Km. 10.150, dir. nord 36050;BOLZANO VICENTINO;VI;45.5948923640846;11.5998916984253
37903;SAN MARCO PETROLI DISTRIBUZIONE S.R.L.;San Marco Petroli;Autostradale;POSTUMIA SUD;Autostrada A31 TRENTO-VALDASTICO-VICENZA-RIVIERA BERICA-ROVIGO, Km. 10.150, dir. SUD 36050;BOLZANO VICENTINO;VI;45.5940084073754;11.5983683779099
12536;PERIN S.A.S. DI PERIN SERGIO & C.;Perin;Altro;BREGANZE;VIA ROMA 1 36042;BREGANZE;VI;45.7079892705766;11.553205219574
11952;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;BREGANZE-VIA VENEZIA 2/A;VIA VENEZIA 2/A 36042;BREGANZE;VI;45.6985124008499;11.5634122453689
18573;MABILIA ORLANDO;Agip Eni;Altro;mabilia orlando - eni;VIA CHIZZALUNGA 38 36042;BREGANZE;VI;45.6845416736251;11.5657194703817
27422;BAR KING STONE DI D'URZO RAFFAELE;Total Erg;Altro;TOTALERG;VIA VENETO 53/55 36042;BREGANZE;VI;45.700481808367;11.5889024734497
33331;B.M.M. S.R.L.;San Marco Petroli;Altro;B.M.M.srl  (SMP distribuzione);VIA MELARO snc 36040;BRENDOLA;VI;45.4906522156982;11.4392306840393
14867;BON GAS DI DE BONI ANNA MARIA;Pompe Bianche;Altro;Bon Gas;SP500  36040;BRENDOLA;VI;45.4579766410262;11.4225626849525
19750;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;BRENDOLA VIA ORNA 16/18;VIA ORNA 16/18 36040;BRENDOLA;VI;45.4824227966026;11.4342277159385
12085;AVER S.R.L.;Pompe Bianche;Altro;aver;via roma 110 36050;BRESSANVIDO;VI;45.6431572940896;11.6303877043686
12690;F.LLI PERIN S.A.S. DI PERIN DAVIDE & C.;Api-Ip;Altro;F.lli Perin;VIA GUGLIELMO MARCONI 27 36070;BROGLIANO;VI;45.5898338174691;11.3688004662704
4100;BORTOLAMEI SRL;Benza;Altro;BENZA CALDOGNO;VIA PALAZZINA 18 36030;CALDOGNO;VI;45.6041543455821;11.5147345482712
32604;BOGONI ALFONSO & C. - S.A.S. DI BOGONI CARLO & C.;Bogoni;Altro;BOGONI ALFONSO & C. - SAS DI BOGONI CARLO & C.;VIA PONTARON 83 36030;CALDOGNO;VI;45.6266956140013;11.4911202629517
18016;CAMPANA SERGIO;Api-Ip;Altro;VI048;VIA MARCONI 58 36030;CALDOGNO;VI;45.6144878537028;11.5032198220902
21672;REPSOL ITALIA S.P.A.;Repsol;Altro;Reposol_Caltrano_(VI001);VIA SETTE COMUNI 9 36030;CALTRANO;VI;45.7737190094568;11.4505784369973
12010;ZECCHIN ANDREA & C. SNC;Api-Ip;Altro;api-ip;VIA VICENZA 22 36043;CAMISANO VICENTINO;VI;45.517220457346;11.7013572944775
4101;BORTOLAMEI SRL;Benza;Altro;BENZA CAMISANO;VIA VANZO NUOVO 90/A 36043;CAMISANO VICENTINO;VI;45.5021778149045;11.7098838950371
4072;ROMIO S.R.L.;Agip Eni;Altro;ENI;VIA DEGLI ALPINI 39 36043;CAMISANO VICENTINO;VI;45.5171994127198;11.7101725366276
37370;GHULAM DINGA DI ARSHAD USMAN SAS;Api-Ip;Altro;GHULAM DINGA;VIA PIAZZOLA 47/A 36043;CAMISANO VICENTINO;VI;45.5254154734059;11.7346604168415
11213;LUCATELLO S.R.L.;Pompe Bianche;Altro;Lucatello Srl;VIA VICENZA 81 36043;CAMISANO VICENTINO;VI;45.5208185424405;11.6808754205704
24904;GESTIONI INNOVATIVE ITALIA S.R.L.;Agip Eni;Altro;PV 13944;VIA VICENZA FRAZ.S.MARIA 46 36043;CAMISANO VICENTINO;VI;45.5207599084275;11.6895550489426
37493;FRENIC SERVICE S.R.L.;Pompe Bianche;Altro;Frenic Service Campiglia ;Via Donanzola  91 36020;CAMPIGLIA DEI BERICI;VI;45.3360661871595;11.5645913640152
19714;G.T. S.N.C. DI TOGNETTO GIULIANO & C.;Pompe Bianche;Altro;GT CARBURANTI;VIA DONANZOLA 4/A 36020;CAMPIGLIA DEI BERICI;VI;45.3349819946053;11.5428476035595
41998;G.T. S.N.C. DI TOGNETTO GIULIANO & C.;Pompe Bianche;Altro;GT CARBURANTI;VIA DONANZOLA 4/A 36020;CAMPIGLIA DEI BERICI;VI;45.3349819946053;11.5428476035595
12522;CORTESE ROBERTO E GIAMPIETRO S.N.C.;Agip Eni;Altro;CORTESE SNC;VIA FONDOVILLA 63 36010;CARRE';VI;45.7447442308878;11.4589434404754
15910;STAZIONE DI SERVIZIO ZONTA ANTONIO & PIOTTO MASSIMO S.N.C.;Api-Ip;Altro;STAZIONE SERVIZIO ZONTA E PIOTTO;VIALE GIUSEPPE MAZZINI 31 36050;CARTIGLIANO;VI;45.7173136626653;11.7060441141903
27740;GRAPPA GAS S.R.L.;Costantin;Altro;COSTANTIN CASSOLA;VIA VALSUGANA 62 36022;CASSOLA;VI;45.7486169516931;11.7504803779793
21583;FRIGO F.LLI S.N.C. DI FRIGO CESARE LINO, DANILO & GIOVANNI;Agip Eni;Altro;Frigo f.lli snc;STRADA STATALE 47, KM 42 + 600  36022;CASSOLA;VI;45.7591399210147;11.7725942283869
11288;GIOVANNI BERTIN - S.P.A.;Pompe Bianche;Altro;GIOVANNI BERTIN SPA;VIA CROCERON 133 36022;CASSOLA;VI;45.7390790180687;11.7586433887482
36430;STEFANETTO ENRICO;Agip Eni;Altro;stefanetto enrico impianto eni;VIALE VENEZIA 11/A 36022;CASSOLA;VI;45.7701571932197;11.7528205478504
5097;VALSUGANA S.A.S. DI PELLIN GIANLUCA E C.;Agip Eni;Strada Statale;valsugana s.a.s.;Statale 47 della Valsugana, Km. 42+600, dir. trento 36022;CASSOLA;VI;45.7595368251768;11.7732667922974
25093;STAZIONE DI SERVIZIO B.L. DI BASSO LUCA;Pompe Bianche;Altro;stazione di servizio B.L.;via ponte 1, 36020;CASTEGNERO;VI;45.4418176911076;11.6009445895295
10812;ZOSO LIVIO & C. S.N.C.;Costantin;Altro;COSTANTIN di ZOSO LIVIO & C SNC;VIALE CHIUSE 44 36070;CASTELGOMBERTO;VI;45.5848192794838;11.3989135622978
25628;CARBURANTI LIN & YING S.N.C. DI LIN JIAN E CO.;Agip Eni;Altro;ENI;VIA PECORI GIRALDI 63, 36070;CASTELGOMBERTO;VI;45.5710236707568;11.3841223227539
37382;ZANCONATO TANIA;Api-Ip;Altro;totalerg;VIA PECORI GIRALDI 26 36070;CASTELGOMBERTO;VI;45.5695767284301;11.3836914576721
39987;BORTOLAMEI SRL;Benza;Altro;BENZA CHIAMPO (VI);via Arzignano 30 36072;CHIAMPO;VI;45.5358336255202;11.2977682702667
46168;BAUCE NICOLA;Esso;Altro;ESSO;VIA DAL MOLIN 98 36072;CHIAMPO;VI;45.5488772441793;11.2776637077332
40198;MISTRORIGO GIULIANO;Esso;Altro;ESSO di Mistrorigo Giuliano;VIA TOMMASO DAL MOLIN 98 36072;CHIAMPO;VI;45.548938780428;11.2776059539673
24552;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;VIA PACE 11 36072;CHIAMPO;VI;45.5398125731199;11.2902492539673
15874;PIEROPAN ELISA;Pieropan Elisa;Altro;Pieropan Elisa;VIA ARSO 46 36072;CHIAMPO;VI;45.5632842285358;11.2672640383244
39760;ABF S.R.L.;Benza;Altro;Benza CHIUPPANO;via Ponte dei Granatieri 2 36010;CHIUPPANO;VI;45.7668;11.4555892711639
33291;GESTIONI INNOVATIVE ITALIA S.R.L.;Agip Eni;Altro;PV 23955;SS Valsugana KM 64+951,5 47 36020;CISMON DEL GRAPPA;VI;45.9121595930637;11.7253196239471
37170;NIEDDU BRUNO & C. S.A.S.;Agip Eni;Altro;ENI;Via Granatieri di Sardegna 20 36010;COGOLLO DEL CENGIO;VI;45.788929074566;11.4118941128254
44624;PIZZATO ACHILLE;Perin;Altro;Perin;VIA G. POLI 12 36062;CONCO;VI;45.7943208375139;11.6312785629298
18718;PREDEBON SEVERINO S.N.C. DI PREDEBON MIRKO & C.;San Marco Petroli;Altro;Predebon Severino SNC;VIA LUIGI CAPPELLARI 12 36062;CONCO;VI;45.8001908866583;11.6080692235018
12600;ZORZI RAFFAELLA;Agip Eni;Altro;ENI di ZORZI RAFFAELLA;Via Monte Ortigara, 24 SPAGNAGO di CORNEDO VIC.  ;CORNEDO VICENTINO;VI;45.623174902351;11.3168446772461
45364;ZORZI RAFFAELLA;Agip Eni;Altro;ENI di ZORZI RAFFAELLA 56032;VIA MONTE CENGIO 64 36073;CORNEDO VICENTINO;VI;45.6033211453684;11.3545588101692
17404;G.P. OIL DI PRETTO ROBERTO & C. S.A.S.;Agip Eni;Altro;gpoil  sas;VIA MONTE CENGIO 64 36073;CORNEDO VICENTINO;VI;45.6032920277657;11.3545008669342
26606;SAVIO STEFANO & MATTEO S.N.C.;Total Erg;Altro;TOTALERG;VIA MONTE CIMONE 9 36073;CORNEDO VICENTINO;VI;45.6168663093036;11.3271463968388
7285;SERVIZI & GESTIONI ITALIA S.R.L.;Q8;Altro;COSTABISSARA - FRAZIONE MOTTA;FZ. MOTTA SN 36030;COSTABISSARA;VI;45.6015928603193;11.4940483558197
35203;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;VIA C. BATTISTI 7 36030;COSTABISSARA;VI;45.6053733715307;11.4925263582735
37237;PERIN FRANCESCO;Pompe Bianche;Altro;PERIN CARBURANTI;Via Cavour 20 36030;COSTABISSARA;VI;45.5854033590408;11.4891407883606
19628;PEGORARO BRUNO;Pompe Bianche;Altro;bruno pegoraro;VIA OLMO 29 36051;CREAZZO;VI;45.5270518888136;11.4953164128975
4183;PENZO MARCO;Pompe Bianche;Altro;G.P.L. Penzo Marco;VIA PONTE STORTO (Angolo Via Piazzon) 11 36051;CREAZZO;VI;45.5302791892811;11.5001967384147
30912;SERVIZI INNOVATIVI NORD EST S.R.L.;Agip Eni;Altro;SE.I. NORD EST - 03929;VIA ITALIA 180 36051;CREAZZO;VI;45.5302861789471;11.4850777838532
34162;BRAGAGNOLO S.R.L.;Vega;Altro;VEGA CREAZZO;VIA DELL'INDUSTRIA LOC. SPESSA  36051;CREAZZO;VI;45.5244665015459;11.455219835043
24838;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;VIA ROMA 11 36070;CRESPADORO;VI;45.6182736546604;11.2275626722558
8352;CONSORZIO AGRARIO DEL NORDEST SOCIETA' COOPERATIVA;Pompe Bianche;Altro;AGRINORDEST-DISTRIBUTORE DUEVILLE;VIA G. ROSSI 48 36031;DUEVILLE;VI;45.6379912285169;11.5474945767212
4244;MARCHESIN ROBERTO & C. S.A.S.;Agip Eni;Altro;STAZIONE ENI DI MARCHESIN ROBERTO & C. S.A.S;VIA MAROSTICANA 40 36031;DUEVILLE;VI;45.6200513514592;11.5684399008751
30971;GECA S.A.S. DI D'URZO RAFFAELE & C.;Total Erg;Altro;TOTALERG;Via della Repubblica 22 36031;DUEVILLE;VI;45.6381926124681;11.5576135264587
7351;F.LLI CERATO DI CERATO CLAUDIO & C.- S.N.C.;San Marco Petroli;Altro;SAN MARCO PETROLI DISTRIBUZIONE SRL;VIA ROMA 39 36052;ENEGO;VI;45.9450345666077;11.7084443250843
12533;PERIN S.A.S. DI PERIN SERGIO & C.;Perin;Altro;FARA;VIA GIUSEPPE VERDI 22 36030;FARA VICENTINO;VI;45.7377277296552;11.5429325539978
15339;LUNARDI MARIA EMMA;Total Erg;Altro;DISTRIBUTORE CARBURANTI di LUNARDI MARIA EMMA ;VIA LAZZARETTI 13 36010;FOZA;VI;45.9052333479442;11.6454915913051
15301;AUTOLAVAGGIO STAZIONE DI SERVIZIO DI MUNARI ALESSANDRO;Total Erg;Altro;Stazione di servizio di Munari Alessandro Total ERG;VIA CAMONA 1/B 36032;GALLIO;VI;45.8910155838209;11.5419668291189
17994;DOTTO CANDIDO;Pompe Bianche;Altro;Area di servizio Dotto;VIA ZONA INDUSTRIALE 5 36053;GAMBELLARA;VI;45.431891790674;11.3533213734627
12240;CARBOGNIN MARIA LUIGIA;Agip Eni;Altro;eni;via camillo benso di cavour 12 36053;GAMBELLARA;VI;45.4568832049913;11.3463301956654
29341;PELOSO GRAZIELLA;Pompe Bianche;Altro;DISTRIBUTORE SPIAZZO;VIA SPIAZZO 16 36040;GRANCONA;VI;45.4104331808157;11.4519617754631
24404;EUROPAM S.R.L.;Europam;Altro; EUROPAM GRISIGNANO DI ZOCCO;VIA ROMA 76 36040;GRISIGNANO DI ZOCCO;VI;45.4743972891689;11.7043435386231
7024;NEGRIZZOLO RICCARDO;Q8;Altro;stazione q8;VIA VITTORIO VENETO 38 36040;GRISIGNANO DI ZOCCO;VI;45.4818151342318;11.6865861521148
41706;SAN MARCO PETROLI DISTRIBUZIONE S.R.L.;San Marco Petroli;Altro;_SMP GRISIGNANO DI ZOCCO;VIA VITTORIO VENETO 149/D 36040;GRISIGNANO DI ZOCCO;VI;45.4875722592753;11.6742694748688
32861;CARBURANTI LIN & YING S.N.C. DI LIN JIAN E CO.;Pompe Bianche;Altro;AREA DI SERVIZIO TAP;VIA CAMISANA 13/A 36040;GRUMOLO DELLE ABBADESSE;VI;45.521238186115;11.6551060974598
4861;METANAUTO GROUP SRL;Metanauto Group;Altro;Metanauto Group srl;VIA MALERBE 2, 36040;GRUMOLO DELLE ABBADESSE;VI;45.4963191073265;11.6546527404449
35211;M.A. SERVICE SNC DI MARCHI GIUSEPPE E ARMANI MARIA GRAZIA;Tamoil;Altro;Tamoil Isola Vicentina;Via Vicenza 11 36033;ISOLA VICENTINA;VI;45.6170380833764;11.4642059057951
10965;ENERGIA S.R.L.;Pompe Bianche;Altro;BC ponte di lumignano;VIA PONTE DI LUMIGNANO SNC, 36023;LONGARE;VI;45.4574515585147;11.6043020851502
37828;ENERGAS ITALIA S.R.L.;Costantin;Altro;COSTANTIN LONGARE;Via Ponte di Costozza  15 36023;LONGARE;VI;45.4730402545196;11.61137804389
8082;DECATUR S.N.C. DI DE CAO CLAUDIO E TURELLA MARIA CRISTINA;Agip Eni;Altro;eni;sp17  36045;LONIGO;VI;45.3823855358051;11.3793522119522
12272;MENEGHINI FULVIO;Agip Eni;Altro;ENI;VIA S.GIOVANNI  36045;LONIGO;VI;45.3887806659265;11.3819700479507
36972;BUSSINELLO S.R.L.;Q8;Altro;Impianto Q8 - Lonigo;STRADA PROV. 17 KM 1 + 0,80 17 36045;LONIGO;VI;45.3812815547681;11.3802883028984
5620;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;VIA PREON  36045;LONIGO;VI;45.3755349285506;11.4016076294998
38640;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;Strada Almisanese  36045;LONIGO;VI;45.4164037654509;11.3791644573212
6339;F.LLI SIMONATO MARIO, ANTONIO E GIOVANNI S.N.C.;Agip Eni;Altro;F.LLI SIMONATO SNC STAZIONE DI SERVIZIO ENI OFFICINA AUTO MOTO CENTRO REVISIONI;VIA CARTIERA 22 36030;LUGO DI VICENZA;VI;45.74380407964;11.5229000586971
28218;BERNARDI MARIA CLARA;Fiorese Bernardino;Altro;GRUPPO NORD PETROLI;VIALE EUROPA 50 36046;LUSIANA;VI;45.7841010260417;11.5732726638164
4067;ENERGAS ITALIA S.R.L.;Costantin;Altro;COSTANTIN MALO;VIA SCHIO 48 36034;MALO;VI;45.6713244798601;11.4054179191589
15485;G&G DI VISONA' GIOVANNI;Api-Ip;Altro;ditributore IP;via Trento 45 36034;MALO;VI;45.6641986662121;11.3980706781149
4489;NOALOIL S.P.A.;Noaloil;Strada Statale;NOALOIL PV6;Statale 46 del Pasubio, Km. 20, dir. schio 36034;MALO;VI;45.6811342271649;11.40056848526
13059;SPREGGIARO DI SPREGGIARO MARCO & C. S.N.C.;Agip Eni;Altro;SPREGGIARO MARCO & C SNC;VIA PASUBIO 4 36034;MALO;VI;45.6652880788326;11.4071654595318
9157;STECCA S.N.C. DI STECCA SERGIO & C.;Q8;Altro;STECCA S.N.C. DI STECCA SERGIO & C.;VIA LEONARDO DA VINCI 33 36034;MALO;VI;45.6506930028376;11.4213557969589
37403;AREA PIU' DI ZALTRON CHIARA;Agip Eni;Altro;AREA PIU';VIALE EUROPA 4 36035;MARANO VICENTINO;VI;45.6953131909263;11.4459172636271
11146;ENERGIA S.R.L.;Pompe Bianche;Altro;BC;VIA MONTE PASUBIO 3 36035;MARANO VICENTINO;VI;45.6919981034648;11.4266496233482
40719;NP S.R.L.;Repsol;Altro;REPSOL;Via Antonio Volpato 98 36035;MARANO VICENTINO;VI;45.6799537561974;11.4539429533729
16018;FULL GAS SNC DI FACCHINELLO ONDINA & C.;Agip Eni;Altro;Full Gas snc di Facchinello Ondina & c.;VIA MARSAN 60 36063;MAROSTICA;VI;45.7598955054106;11.6924394748687
33375;"CONSORZIO GRUPPO NORDEST IN BREVE ""CNE""";Esso;Strada Statale;PETROL OIL CNE;Statale 248 Schiavonesca-Marosticana, Km. 26-850, dir. TRENTO 36063;MAROSTICA;VI;45.7348301969642;11.6757443547249
15601;PFM PETROL FOX MAROSTICA DI  VOLPATO EUGENIO GIUSEPPE;P F M;Altro;PFM PETROL FOX MAROSTICA DI VOLPATO EUGENIO GIUSEPPE;VIA CONSAGROLLO 66/A 36063;MAROSTICA;VI;45.7570662861742;11.6516102392868
29290;BRIXIA FINANZIARIA S.R.L.;Retitalia;Altro;Punto Vendita Retitalia Marostica;VIA PANICA 130 36063;MAROSTICA;VI;45.7404695120162;11.6435444355011
38929;OLIVETTO DOMENICO;Agip Eni;Altro;STAZIONE ENI DI OLIVETTO DOMENICO;VIA ROMA  115 36063;MAROSTICA;VI;45.7379882012421;11.65532335639
12539;PERIN S.A.S. DI PERIN SERGIO & C.;Perin;Altro;MASON CENTRO; BRAGLIO 11 36064;MASON VICENTINO;VI;45.7199961640767;11.6089687790985
12526;PERIN S.A.S. DI PERIN SERGIO & C.;Perin;Altro;NUOVA GASPARONA;VIA NUOVA GASPARONA 8 36064;MASON VICENTINO;VI;45.7084862221662;11.6197623855973
39962;CELI ELISA;Pompe Bianche;Altro;MOLVENA;MOLVENA 53/A 36060;MOLVENA;VI;45.7274127994344;11.6211462020328
23954;MARTINI FEDERICO;Agip Eni;Altro;martini federico;via calcara 26 36030;MONTE DI MALO;VI;45.6479805070536;11.3854453558197
30031;RETITALIA  S.P.A.;Esso;Strada Statale;Montebello Vicentino;Statale 11 Padana Superiore, Km. 338, dir. Montebello vicentino 36054;MONTEBELLO VICENTINO;VI;45.4700142053321;11.4079083502293
6512;SERVIZI & GESTIONI ITALIA srl;Q8;Altro;MONTEBELLO VICENTINO VIA SIGNOLO 2;VIA SIGNOLO 2 36054;MONTEBELLO VICENTINO;VI;45.4699009698319;11.4083817601204
19878;NICOLETTI SERVICE - BOTTEGA DEL CAFFE' DI NICOLETTI IRICO;Pompe Bianche;Altro;Nicoletti Service;Viale verona 23 36054;MONTEBELLO VICENTINO;VI;45.4527021587691;11.3810605251313
5669;ZORDAN ANTONELLA;Api-Ip;Altro;ZORDAN ANTONELLA;VIA LUNGOCHIAMPO 76/A 36054;MONTEBELLO VICENTINO;VI;45.4706887229249;11.3849459588528
41022;VILLA SERVICE S.R.L.;Bianco Fuel;Altro; Bianco Carburanti Montecchio Maggiore;Via Molinetto 32 36075;MONTECCHIO MAGGIORE;VI;45.5102465435227;11.3829624652863
28107;T.D.M. S.R.L.;Tamoil;Altro;7451;SP.34  ;MONTECCHIO MAGGIORE;VI;45.5010268915183;11.445951461792
21302;A.M. S.N.C. DI BREDO ALEX E PERTEGATO MARCO;Agip Eni;Altro;am;viale milano, 25;MONTECCHIO MAGGIORE;VI;45.4882374879488;11.4251230429916
30314;BORTOLAMEI SRL;Benza;Altro;BENZA MONTECCHIO MAGGIORE;VIA BIVIO SAN VITALE 2 36075;MONTECCHIO MAGGIORE;VI;45.5096796370709;11.3965264505401
14626;MENTI GIORGIO;Pompe Bianche;Altro;Beyfin;VIA LOMBARDI 40 36075;MONTECCHIO MAGGIORE;VI;45.5104200342946;11.4336314052343
30384;CUCAGAS - SRL;Cucagas;Altro;CUCAGAS;VIA MOLINETTO S.P. ARZIGNANESE  13 36075;MONTECCHIO MAGGIORE;VI;45.5101451312481;11.3923063158692
13984;FERRIAN NICOLA;Api-Ip;Altro;Ferrian Nicola  IP;VIALE EUROPA 69 36075;MONTECCHIO MAGGIORE;VI;45.4997437400456;11.4174331472908
9679;GALEOTTO PIETRO E FIGLIO S.N.C. DI GALEOTTO GIUSEPPE & C.;Pompe Bianche;Altro;GP;S.S. 11 28 36075;MONTECCHIO MAGGIORE;VI;45.4955353614094;11.431933296959
5663;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;VIA TRIESTE  36075;MONTECCHIO MAGGIORE;VI;45.5047663654844;11.4401686191559
22479;NEW NATIONAL OIL S.A.S. DI BOECHE ALESSANDRO, PEGORARO CRISTIAN & C.;Esso;Altro;NEW NATIONAL OIL;VIALE EUROPA  36075;MONTECCHIO MAGGIORE;VI;45.4953961571606;11.4299185574055
24899;GESTIONI INNOVATIVE ITALIA S.R.L.;Agip Eni;Altro;PV 3987;VIA BATTAGLIA 8, 36075;MONTECCHIO MAGGIORE;VI;45.4930124373832;11.4332898134918
38289;ANAPOLI GIOBATTA;Agip Eni;Altro;ANAPOLI GIOBATTA;VIA ASTICHELLO 4 36030;MONTECCHIO PRECALCINO;VI;45.6712549173584;11.5615321177215
38019;ERREBI SYSTEM SRL;Loro;Altro;Loro F.lli Spa;VIA SUMMANO 52 36030;MONTECCHIO PRECALCINO;VI;45.6786516394482;11.5475062876885
18342;CALANDRA CARLO;Pompe Bianche;Altro;CALANDRA CARBURANTI;VIA ZOCCO 117 36047;MONTEGALDA;VI;45.4616315317591;11.693602502346
3997;CATTANEO ENNIO;Pompe Bianche;Altro;ENJOIL;VIA ROMA 79/81 36047;MONTEGALDELLA;VI;45.4388862359508;11.6706431484795
34148;BRAGAGNOLO S.R.L.;Vega;Altro;VEGA MONTEVIALE;SP GAMBUGLIANO VIA ZILERI  36050;MONTEVIALE;VI;45.5485017496392;11.4968939870596
12993;STAZIONE DI SERVIZIO DI LONGHIN NEREO;Tamoil;Altro;tamoil;via europa 145, 36010;MONTICELLO CONTE OTTO;VI;45.5938272651146;11.5688800865082
15901;BIASIN  GIAIRO S.R.L. - SOCIETA' UNIPERSONALE;Pompe Bianche;Altro;BIASIN CARBURANTI;VIA VALCHIAMPO 58/60 36050;MONTORSO VICENTINO;VI;45.4872663976108;11.3714436441803
29862;LORO F.LLI-S.P.A.;Loro;Altro;LORO F.LLI SPA;VIA MONSIGNOR CUCCAROLO SNC 36065;MUSSOLENTE;VI;45.7483131359472;11.8110309541225
12933;ORSO GIORGIO SRL;Pompe Bianche;Altro;ORSO GIORGIO SRL;VIA DANTE ALIGHIERI 81/A 36065;MUSSOLENTE;VI;45.7600948711437;11.810279117229
44946;P SERVICE DI PAVEL C.;Agip Eni;Altro;P SERVICE ;Dante Alighieri  8 36065;MUSSOLENTE;VI;45.775766000123;11.801560000123
24493;STAZIONE DI SERVIZIO STACCHIO ENRICO  &  C. S.N.C.;Agip Eni;Altro;STACCHIO ENRICO & C S.N.C.;VIA RIVIERA BERICA 101 36024;NANTO;VI;45.4253530125465;11.5943265706301
17609;D.M. IMPIANTI S.N.C. DI CONTIERO DAVIDE & C.;Costantin;Altro;COSTANTIN NOVE;VIA PARINI SNC 36055;NOVE;VI;45.710780900323;11.6754694283009
44020;VI.CE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;Pompe Bianche;Altro;VI.CE. SRLS;VIA BRENTA 17 36055;NOVE;VI;45.7237130480601;11.6892641497543
7646;AL 46 DI PARIDE BATTAGLIA & C. S.A.S.;Tamoil;Altro;Al 46 di Paride Battaglia & c. S.a.s.;Via Bergoncino 16 36025;NOVENTA VICENTINA;VI;45.2972091086441;11.554810958197
22934;BERICA METANO DI ZORDAN FRANCESCO E C. - S.N.C.;Agip Eni;Altro;BERICA METANO SNC;VIA BROLI  36025;NOVENTA VICENTINA;VI;45.2850326604152;11.5298764407635
37208;BERICA METANO DI ZORDAN FRANCESCO E C. - S.N.C.;Pompe Bianche;Altro;BERICA METANO SNC;VIA BROLI  36025;NOVENTA VICENTINA;VI;45.2850326604152;11.5298764407635
40816;BERICA METANO DI ZORDAN FRANCESCO E C. - S.N.C.;Pompe Bianche;Altro;BERICA METANO SNC;VIA BROLI  36025;NOVENTA VICENTINA;VI;45.2850326604152;11.5298764407635
40073;V.D. DI VALENTINI DENIS;Agip Eni;Altro;eni;VIA CARLO PORTA 106 36025;NOVENTA VICENTINA;VI;45.2923154579728;11.5444830805063
21987;OLIVIERI SONIA;Api-Ip;Altro;Olivieri Sonia Distributore IP;Strada Provinciale San Feliciano 60 36025;NOVENTA VICENTINA;VI;45.3051080011294;11.5293869376183
43868;SINGH AMRINDER;Api-Ip;Altro;SINGH AMRINDER;Via Godicello  36025;NOVENTA VICENTINA;VI;45.3051177337503;11.5294222331352
43252;ANDREA VALENTINI;Agip Eni;Altro;EniStation;Via Liberta  17 36040;ORGIANO;VI;45.3484480760445;11.4636050766518
10171;MARCATO ROBERTO;Agip Eni;Altro;Stazione di Servizio ENI;VIA LIBERTA' 17 36040;ORGIANO;VI;45.3484222264033;11.4635963737965
